"HOST PROTEIN","PATHOGEN PROTEIN","host_links","path_links","PATHOGEN NAME","TAXONOMY","PUBMED ID","GENE SYMBOL HOST","GENE SYMBOL PATHOGEN","HOST UNIPROT ENTRY","PATHOGEN UNIPROT ENTRY","SOURCE DATABASE","CONFIDENCE SCORE","INTERACTION Method","Status","Category"
"P50416","P0C739","https://www.uniprot.org/uniprot/P50416","https://www.uniprot.org/uniprot/P0C739","Human herpesvirus 4 strain B95-8","10377","22810586","CPT1A","BNLF2a","CPT1A_HUMAN","BNL2A_EBVB9","MINT","0.35","tandem affinity purification","reviewed","Virus"
"P50416","P69901","https://www.uniprot.org/uniprot/P50416","https://www.uniprot.org/uniprot/P69901","Human papillomavirus type 11","10580","22810586","CPT1A","-","CPT1A_HUMAN","VE5B_HPV11","MINT","0.35","tandem affinity purification","reviewed","Virus"
"P50416","Q81YE8","https://www.uniprot.org/uniprot/P50416","https://www.uniprot.org/uniprot/Q81YE8","Bacillus anthracis","1392","20711500","CPT1A","-","CPT1A_HUMAN","Q81YE8_BACAN","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"P50416","Q8ZIH1","https://www.uniprot.org/uniprot/P50416","https://www.uniprot.org/uniprot/Q8ZIH1","Yersinia pestis","632","20711500","CPT1A","leuD","CPT1A_HUMAN","LEUD_YERPE","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"P50416","Q8ZIL5","https://www.uniprot.org/uniprot/P50416","https://www.uniprot.org/uniprot/Q8ZIL5","Yersinia pestis","632","20711500","CPT1A","carA","CPT1A_HUMAN","CARA_YERPE","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"P50440","Q81M11","https://www.uniprot.org/uniprot/P50440","https://www.uniprot.org/uniprot/Q81M11","Bacillus anthracis","1392","20711500","GATM","-","GATM_HUMAN","Q81M11_BACAN","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"P50440","Q81R83","https://www.uniprot.org/uniprot/P50440","https://www.uniprot.org/uniprot/Q81R83","Bacillus anthracis","1392","20711500","GATM","BA_2173; BAS2019","GATM_HUMAN","Y2173_BACAN","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"P50440","Q81RJ7","https://www.uniprot.org/uniprot/P50440","https://www.uniprot.org/uniprot/Q81RJ7","Bacillus anthracis","1392","20711500","GATM","-","GATM_HUMAN","Q81RJ7_BACAN","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"P50440","Q8D050","https://www.uniprot.org/uniprot/P50440","https://www.uniprot.org/uniprot/Q8D050","Yersinia pestis","632","20711500","GATM","aspC","GATM_HUMAN","Q8D050_YERPE","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"P50440","Q99IB8-PRO_0000045598","https://www.uniprot.org/uniprot/P50440","https://www.uniprot.org/uniprot/Q99IB8","Hepatitis C virus JFH-1","356411","24136289","GATM","-","GATM_HUMAN","POLG_HCVJF","IntAct","0.37","two hybrid","reviewed","Virus"
"P50454","NP_579894","https://www.uniprot.org/uniprot/P50454","https://www.ncbi.nlm.nih.gov/protein/NP_579894","Human immunodeficiency virus 1","11676","22190034, 22190034, 22190034","SERPINH1","-","SERPH_HUMAN, SERPH_HUMAN, SERPH_HUMAN","NP_579894, NP_579894, NP_579894","VirHostNet","0.48","tap tag coimmunoprecipitation","reviewed","Virus"
"P50454","P04578","https://www.uniprot.org/uniprot/P50454","https://www.uniprot.org/uniprot/P04578","Human immunodeficiency virus 1","11676","22190034, 22190034, 22190034","SERPINH1","env","SERPH_HUMAN, SERPH_HUMAN, SERPH_HUMAN","ENV_HV1H2, ENV_HV1H2, ENV_HV1H2","BioGRID","0","Affinity Chromatography technology","reviewed","Virus"
"P50454","P04578-PRO_0000038427","https://www.uniprot.org/uniprot/P50454","https://www.uniprot.org/uniprot/P04578","HIV-1 M:B_HXB2R","11706","22190034, 22190034, 22190034","SERPINH1","env","SERPH_HUMAN, SERPH_HUMAN, SERPH_HUMAN","ENV_HV1H2, ENV_HV1H2, ENV_HV1H2","IntAct","0.35","anti tag coimmunoprecipitation","reviewed","Virus"
"P50454","Q81L10","https://www.uniprot.org/uniprot/P50454","https://www.uniprot.org/uniprot/Q81L10","Bacillus anthracis","1392","20711500, 20711500, 20711500","SERPINH1","nrdR","SERPH_HUMAN, SERPH_HUMAN, SERPH_HUMAN","NRDR_BACAN, NRDR_BACAN, NRDR_BACAN","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"P50454","Q99IB8-PRO_0000045596","https://www.uniprot.org/uniprot/P50454","https://www.uniprot.org/uniprot/Q99IB8","Hepatitis C virus JFH-1","356411","26808496, 26808496, 26808496, 26808496, 26808496, 26808496","SERPINH1","-","SERPH_HUMAN, SERPH_HUMAN, SERPH_HUMAN, SERPH_HUMAN, SERPH_HUMAN, SERPH_HUMAN","POLG_HCVJF, POLG_HCVJF, POLG_HCVJF, POLG_HCVJF, POLG_HCVJF, POLG_HCVJF","HPIDB, VirHostNet","0.35","anti tag coimmunoprecipitation, interactome parallel affinity capture, anti tag coimmunoprecipitation, interactome parallel affinity capture","reviewed","Virus"
"P50502","Q77M19","https://www.uniprot.org/uniprot/P50502","https://www.uniprot.org/uniprot/Q77M19","Measles virus strain Schwarz","132487","21911578, 21911578","ST13","P","F10A1_HUMAN, F10A1_HUMAN","Q77M19_MEASW, Q77M19_MEASW","IntAct","0.35","pull down","reviewed","Virus"
"P50502","Q7CIY0","https://www.uniprot.org/uniprot/P50502","https://www.uniprot.org/uniprot/Q7CIY0","Yersinia pestis","632","20711500, 20711500","ST13","cheD","F10A1_HUMAN, F10A1_HUMAN","Q7CIY0_YERPE, Q7CIY0_YERPE","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"P50502","Q81JI5","https://www.uniprot.org/uniprot/P50502","https://www.uniprot.org/uniprot/Q81JI5","Bacillus anthracis","1392","20711500, 20711500","ST13","-","F10A1_HUMAN, F10A1_HUMAN","Q81JI5_BACAN, Q81JI5_BACAN","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"P50502","Q81RY4","https://www.uniprot.org/uniprot/P50502","https://www.uniprot.org/uniprot/Q81RY4","Bacillus anthracis","1392","20711500, 20711500","ST13","-","F10A1_HUMAN, F10A1_HUMAN","Q81RY4_BACAN, Q81RY4_BACAN","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"P50502","Q8D1G8","https://www.uniprot.org/uniprot/P50502","https://www.uniprot.org/uniprot/Q8D1G8","Yersinia pestis","632","20711500, 20711500","ST13","acs","F10A1_HUMAN, F10A1_HUMAN","ACSA_YERPE, ACSA_YERPE","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"P50502","Q8ZJG9","https://www.uniprot.org/uniprot/P50502","https://www.uniprot.org/uniprot/Q8ZJG9","Yersinia pestis","632","20711500, 20711500","ST13","pckA","F10A1_HUMAN, F10A1_HUMAN","PCKA_YERPE, PCKA_YERPE","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"P50542","P03508","https://www.uniprot.org/uniprot/P50542","https://www.uniprot.org/uniprot/P03508","Influenza A virus (A/Puerto Rico/8/1934(H1N1))","211044","28169297","PEX5","NS","PEX5_HUMAN","NEP_I34A1","IntAct","0.35","anti tag coimmunoprecipitation","reviewed","Virus"
"P50542","Q5NG93","https://www.uniprot.org/uniprot/P50542","https://www.uniprot.org/uniprot/Q5NG93","Francisella tularensis subsp. tularensis SCHU S4","177416","20711500","PEX5","xthA","PEX5_HUMAN","Q5NG93_FRATT","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"P50542","Q5NI56","https://www.uniprot.org/uniprot/P50542","https://www.uniprot.org/uniprot/Q5NI56","Francisella tularensis subsp. tularensis SCHU S4","177416","20711500","PEX5","yidC","PEX5_HUMAN","YIDC_FRATT","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"P50542","Q81JE5","https://www.uniprot.org/uniprot/P50542","https://www.uniprot.org/uniprot/Q81JE5","Bacillus anthracis","1392","20711500","PEX5","mnmA","PEX5_HUMAN","MNMA_BACAN","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"P50542","Q81LY0","https://www.uniprot.org/uniprot/P50542","https://www.uniprot.org/uniprot/Q81LY0","Bacillus anthracis","1392","20711500","PEX5","-","PEX5_HUMAN","Q81LY0_BACAN","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"P50542","Q81QS2","https://www.uniprot.org/uniprot/P50542","https://www.uniprot.org/uniprot/Q81QS2","Bacillus anthracis","1392","20711500","PEX5","-","PEX5_HUMAN","Q81QS2_BACAN","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"P50542","Q81Z76","https://www.uniprot.org/uniprot/P50542","https://www.uniprot.org/uniprot/Q81Z76","Bacillus anthracis","1392","20711500","PEX5","proS2","PEX5_HUMAN","SYP2_BACAN","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"P50542","Q81Z98","https://www.uniprot.org/uniprot/P50542","https://www.uniprot.org/uniprot/Q81Z98","Bacillus anthracis","1392","20711500","PEX5","-","PEX5_HUMAN","Q81Z98_BACAN","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"P50542","Q8CLD7","https://www.uniprot.org/uniprot/P50542","https://www.uniprot.org/uniprot/Q8CLD7","Yersinia pestis","632","20711500","PEX5","-","PEX5_HUMAN","Q8CLD7_YERPE","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"P50552","P17367","https://www.uniprot.org/uniprot/P50552","https://www.uniprot.org/uniprot/P17367","Vaccinia virus WR","10254","19637933","VASP","C5L","VASP_HUMAN","C5_VACCW","VirHostNet","0.33","two hybrid","reviewed","Virus"
"P50552","Q8CWH9","https://www.uniprot.org/uniprot/P50552","https://www.uniprot.org/uniprot/Q8CWH9","Yersinia pestis","632","20711500","VASP","aspA","VASP_HUMAN","Q8CWH9_YERPE","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"P50591","Q81V68","https://www.uniprot.org/uniprot/P50591","https://www.uniprot.org/uniprot/Q81V68","Bacillus anthracis","1392","20711500","TNFSF10","treC","TNF10_HUMAN","Q81V68_BACAN","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"P50591","Q8D0V0","https://www.uniprot.org/uniprot/P50591","https://www.uniprot.org/uniprot/Q8D0V0","Yersinia pestis","632","20711500","TNFSF10","fadL","TNF10_HUMAN","Q8D0V0_YERPE","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"P50613","P04608","https://www.uniprot.org/uniprot/P50613","https://www.uniprot.org/uniprot/P04608","HIV-1 M:B_HXB2R, Human immunodeficiency virus 1","11706, 11676","9334327, 10082552, 9184228, 9334327","CDK7","tat","CDK7_HUMAN, CDK7_HUMAN, CDK7_HUMAN, CDK7_HUMAN","TAT_HV1H2, TAT_HV1H2, TAT_HV1H2, TAT_HV1H2","VirHostNet, BioGRID","0","affinity chromatography technology, pull down, coimmunoprecipitation, affinity chromatography technology, pull down, coimmunoprecipitation, affinity chromatography technology, pull down, coimmunoprecipitation","reviewed","Virus"
"P50613","Q7CJU3","https://www.uniprot.org/uniprot/P50613","https://www.uniprot.org/uniprot/Q7CJU3","Yersinia pestis","632","20711500","CDK7","nagA","CDK7_HUMAN","Q7CJU3_YERPE","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"P50748","O92835","https://www.uniprot.org/uniprot/P50748","https://www.uniprot.org/uniprot/O92835","Dengue virus 2","11060","24855065, 24855065","KNTC1","-","KNTC1_HUMAN, KNTC1_HUMAN","O92835_9FLAV, O92835_9FLAV","VirHostNet","0.33","Affinity Chromatography technology","reviewed","Virus"
"P50748","P05780","https://www.uniprot.org/uniprot/P50748","https://www.uniprot.org/uniprot/P05780","Influenza A virus (A/Wilson-Smith/1933(H1N1))","381518","25464832, 25464832","KNTC1","M","KNTC1_HUMAN, KNTC1_HUMAN","M2_I33A0, M2_I33A0","VirHostNet","0.33","coimmunoprecipitation","reviewed","Virus"
"P50748","Q20MH8","https://www.uniprot.org/uniprot/P50748","https://www.uniprot.org/uniprot/Q20MH8","Influenza A virus (A/Wilson-Smith/1933(H1N1))","381518","26651948, 26651948","KNTC1","M2","KNTC1_HUMAN, KNTC1_HUMAN","Q20MH8_I33A0, Q20MH8_I33A0","VirHostNet","0.33","Affinity Chromatography technology","reviewed","Virus"
"P50750","P04326","https://www.uniprot.org/uniprot/P50750","https://www.uniprot.org/uniprot/P04326","Human immunodeficiency virus type 1 (CLONE 12)","11679","16601680","CDK9","tat","CDK9_HUMAN","TAT_HV112","MINT","0.4","anti tag coimmunoprecipitation","reviewed","Virus"
"P50750","P04608","https://www.uniprot.org/uniprot/P50750","https://www.uniprot.org/uniprot/P04608","HIV-1 M:B_HXB2R, Human immunodeficiency virus 1","11706, 11676","20562857, 22190034, 12036313, 8676484, 10617616, 7853496, 9356449, 20535204, 22190034, 10082552, 16601680, 16687403, 21697490, 22190034, 24367103, 9765201, 9872325, 20562857(identity), 10545121, 17690245, 20535204(identity), 9491887, 12753906","CDK9","tat","CDK9_HUMAN, CDK9_HUMAN, CDK9_HUMAN, CDK9_HUMAN, CDK9_HUMAN, CDK9_HUMAN, CDK9_HUMAN, CDK9_HUMAN, CDK9_HUMAN, CDK9_HUMAN, CDK9_HUMAN, CDK9_HUMAN, CDK9_HUMAN, CDK9_HUMAN, CDK9_HUMAN, CDK9_HUMAN, CDK9_HUMAN, CDK9_HUMAN, CDK9_HUMAN, CDK9_HUMAN, CDK9_HUMAN, CDK9_HUMAN, CDK9_HUMAN","TAT_HV1H2, TAT_HV1H2, TAT_HV1H2, TAT_HV1H2, TAT_HV1H2, TAT_HV1H2, TAT_HV1H2, TAT_HV1H2, TAT_HV1H2, TAT_HV1H2, TAT_HV1H2, TAT_HV1H2, TAT_HV1H2, TAT_HV1H2, TAT_HV1H2, TAT_HV1H2, TAT_HV1H2, TAT_HV1H2, TAT_HV1H2, TAT_HV1H2, TAT_HV1H2, TAT_HV1H2, TAT_HV1H2","DIP, IntAct, VirHostNet, BioGRID","0.74","anti tag coimmunoprecipitation, gst pull down, affinity chromatography technology, tap tag coimmunoprecipitation, coimmunoprecipitation, pull down, two hybrid, anti tag coimmunoprecipitation, gst pull down, affinity chromatography technology, tap tag coimmunoprecipitation, coimmunoprecipitation, pull down, two hybrid, anti tag coimmunoprecipitation, gst pull down, affinity chromatography technology, tap tag coimmunoprecipitation, coimmunoprecipitation, pull down, two hybrid, anti tag coimmunoprecipitation, gst pull down, affinity chromatography technology, tap tag coimmunoprecipitation, coimmunoprecipitation, pull down, two hybrid, anti tag coimmunoprecipitation, gst pull down, affinity chromatography technology, tap tag coimmunoprecipitation, coimmunoprecipitation, pull down, two hybrid, anti tag coimmunoprecipitation, gst pull down, affinity chromatography technology, tap tag coimmunoprecipitation, coimmunoprecipitation, pull down, two hybrid, anti tag coimmunoprecipitation, gst pull down, affinity chromatography technology, tap tag coimmunoprecipitation, coimmunoprecipitation, pull down, two hybrid, anti tag coimmunoprecipitation, gst pull down, affinity chromatography technology, tap tag coimmunoprecipitation, coimmunoprecipitation, pull down, two hybrid, anti tag coimmunoprecipitation, gst pull down, affinity chromatography technology, tap tag coimmunoprecipitation, coimmunoprecipitation, pull down, two hybrid, anti tag coimmunoprecipitation, gst pull down, affinity chromatography technology, tap tag coimmunoprecipitation, coimmunoprecipitation, pull down, two hybrid","reviewed","Virus"
"P50750","P04610","https://www.uniprot.org/uniprot/P50750","https://www.uniprot.org/uniprot/P04610","Human immunodeficiency virus type 1 (BRU ISOLATE)","11686","21098020","CDK9","tat","CDK9_HUMAN","TAT_HV1BR","MINT","0.35","anti tag coimmunoprecipitation","reviewed","Virus"
"P50750","P18098","https://www.uniprot.org/uniprot/P50750","https://www.uniprot.org/uniprot/P18098","Human immunodeficiency virus 2, Human immunodeficiency virus type 2 (ISOLATE BEN)","11709, 11714","9557739, 8676484, 7853496, 9557739","CDK9","tat","CDK9_HUMAN, CDK9_HUMAN, CDK9_HUMAN, CDK9_HUMAN","TAT_HV2BE, TAT_HV2BE, TAT_HV2BE, TAT_HV2BE","BioGRID, VirHostNet","0.35","pull down, coimmunoprecipitation, gst pull down, pull down, coimmunoprecipitation, gst pull down, pull down, coimmunoprecipitation, gst pull down","reviewed","Virus"
"P50750","P69720","https://www.uniprot.org/uniprot/P50750","https://www.uniprot.org/uniprot/P69720","Human immunodeficiency virus 1","11676","21149631","CDK9","vif","CDK9_HUMAN","VIF_HV1B1","BioGRID","0","Affinity Chromatography technology","reviewed","Virus"
"P50750","Q81PR9","https://www.uniprot.org/uniprot/P50750","https://www.uniprot.org/uniprot/Q81PR9","Bacillus anthracis","1392","20711500","CDK9","-","CDK9_HUMAN","Q81PR9_BACAN","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"P50895","Q99IB8-PRO_0000045601","https://www.uniprot.org/uniprot/P50895","https://www.uniprot.org/uniprot/Q99IB8","Hepatitis C virus JFH-1","356411","25616068, 25616068","BCAM","-","BCAM_HUMAN, BCAM_HUMAN","POLG_HCVJF, POLG_HCVJF","HPIDB, VirHostNet","0.35","anti tag coimmunoprecipitation, anti tag coimmunoprecipitation","reviewed","Virus"
"P50991","P03129","https://www.uniprot.org/uniprot/P50991","https://www.uniprot.org/uniprot/P03129","Human papillomavirus type 16","333760","22761553","CCT4","E7","TCPD_HUMAN","VE7_HPV16","VirHostNet","0.33","two hybrid","reviewed","Virus"
"P50991","P03427","https://www.uniprot.org/uniprot/P50991","https://www.uniprot.org/uniprot/P03427","Influenza A virus (A/Wilson-Smith/1933(H1N1))","381518","25464832","CCT4","PB2","TCPD_HUMAN","PB2_I33A0","VirHostNet","0.33","coimmunoprecipitation","reviewed","Virus"
"P50991","P03454","https://www.uniprot.org/uniprot/P50991","https://www.uniprot.org/uniprot/P03454","Influenza A virus (A/Wilson-Smith/1933(H1N1))","381518","25464832","CCT4","HA","TCPD_HUMAN","HEMA_I33A0","VirHostNet","0.33","coimmunoprecipitation","reviewed","Virus"
"P50991","P03470","https://www.uniprot.org/uniprot/P50991","https://www.uniprot.org/uniprot/P03470","Influenza A virus (A/Wilson-Smith/1933(H1N1))","381518","25464832","CCT4","NA","TCPD_HUMAN","NRAM_I33A0","VirHostNet","0.33","coimmunoprecipitation","reviewed","Virus"
"P50991","P04413","https://www.uniprot.org/uniprot/P50991","https://www.uniprot.org/uniprot/P04413","Herpes simplex virus (type 1 / strain 17), Human alphaherpesvirus 1","10299, 10298","22810585, 22810585","CCT4","US3","TCPD_HUMAN, TCPD_HUMAN","US03_HHV11, US03_HHV11","IntAct, BioGRID","0","affinity chromatography technology, tandem affinity purification, affinity chromatography technology, tandem affinity purification","reviewed","Virus"
"P50991","P05777","https://www.uniprot.org/uniprot/P50991","https://www.uniprot.org/uniprot/P05777","Influenza A virus (A/Wilson-Smith/1933(H1N1))","381518","25464832","CCT4","M","TCPD_HUMAN","M1_I33A0","VirHostNet","0.33","coimmunoprecipitation","reviewed","Virus"
"P50991","P05780","https://www.uniprot.org/uniprot/P50991","https://www.uniprot.org/uniprot/P05780","Influenza A virus (A/Wilson-Smith/1933(H1N1))","381518","25464832","CCT4","M","TCPD_HUMAN","M2_I33A0","VirHostNet","0.33","coimmunoprecipitation","reviewed","Virus"
"P50991","P06788","https://www.uniprot.org/uniprot/P50991","https://www.uniprot.org/uniprot/P06788","Human papillomavirus type 18","333761","22898364","CCT4","E7","TCPD_HUMAN","VE7_HPV18","VirHostNet","0.33","two hybrid","reviewed","Virus"
"P50991","P09992","https://www.uniprot.org/uniprot/P50991","https://www.uniprot.org/uniprot/P09992","Lymphocytic choriomeningitis virus (strain Armstrong)","11624","22810585","CCT4","N","TCPD_HUMAN","NCAP_LYCVA","IntAct","0.35","tandem affinity purification","reviewed","Virus"
"P50991","P12792","https://www.uniprot.org/uniprot/P50991","https://www.uniprot.org/uniprot/P12792","Sandfly fever Sicilian virus","28292","22810585","CCT4","NSS","TCPD_HUMAN","NSS_SFSV","IntAct","0.35","tandem affinity purification","reviewed","Virus"
"P50991","P15659","https://www.uniprot.org/uniprot/P50991","https://www.uniprot.org/uniprot/P15659","Influenza A virus (A/Wilson-Smith/1933(H1N1))","381518","25464832","CCT4","PA","TCPD_HUMAN","PA_I33A0","VirHostNet","0.33","coimmunoprecipitation","reviewed","Virus"
"P50991","P15682","https://www.uniprot.org/uniprot/P50991","https://www.uniprot.org/uniprot/P15682","Influenza A virus (A/Wilson-Smith/1933(H1N1))","381518","25464832","CCT4","NP","TCPD_HUMAN","NCAP_I33A0","VirHostNet","0.33","coimmunoprecipitation","reviewed","Virus"
"P50991","P21698","https://www.uniprot.org/uniprot/P50991","https://www.uniprot.org/uniprot/P21698","Rift valley fever virus (STRAIN ZH-548 M12)","11589","22810585","CCT4","NSS","TCPD_HUMAN","NSS_RVFVZ","IntAct","0.35","tandem affinity purification","reviewed","Virus"
"P50991","Q00335","https://www.uniprot.org/uniprot/P50991","https://www.uniprot.org/uniprot/Q00335","Mammalian orthoreovirus 1 Lang","10884","22810585","CCT4","M1","TCPD_HUMAN","MU2_REOVL","IntAct","0.35","tandem affinity purification","reviewed","Virus"
"P50991","Q20MH0","https://www.uniprot.org/uniprot/P50991","https://www.uniprot.org/uniprot/Q20MH0","Influenza A virus (A/Wilson-Smith/1933(H1N1))","381518","25464832","CCT4","PB1","TCPD_HUMAN","PB1F2_I33A0","VirHostNet","0.33","coimmunoprecipitation","reviewed","Virus"
"P50991","Q20MH8","https://www.uniprot.org/uniprot/P50991","https://www.uniprot.org/uniprot/Q20MH8","Influenza A virus (A/Wilson-Smith/1933(H1N1))","381518","26651948","CCT4","M2","TCPD_HUMAN","Q20MH8_I33A0","VirHostNet","0.33","Affinity Chromatography technology","reviewed","Virus"
"P50991","Q77M19","https://www.uniprot.org/uniprot/P50991","https://www.uniprot.org/uniprot/Q77M19","Measles virus strain Schwarz","132487","21911578, 21911578","CCT4","P","TCPD_HUMAN, TCPD_HUMAN","Q77M19_MEASW, Q77M19_MEASW","VirHostNet, IntAct","0.33","affinity chromatography technology, pull down, affinity chromatography technology, pull down","reviewed","Virus"
"P50991","Q8JPQ9","https://www.uniprot.org/uniprot/P50991","https://www.uniprot.org/uniprot/Q8JPQ9","La Crosse virus L78","796210","22810585","CCT4","N","TCPD_HUMAN","NSS_BUNL8","IntAct","0.35","tandem affinity purification","reviewed","Virus"
"P50991","Q9WMX2","https://www.uniprot.org/uniprot/P50991","https://www.uniprot.org/uniprot/Q9WMX2","Hepatitis C virus (isolate Con1)","333284","24169621, 24169621","CCT4","-","TCPD_HUMAN, TCPD_HUMAN","POLG_HCVCO, POLG_HCVCO","VirHostNet, MINT","0.35","anti bait coimmunoprecipitation, pull down, anti bait coimmunoprecipitation, pull down","reviewed","Virus"
"P51114","C5E524","https://www.uniprot.org/uniprot/P51114","https://www.uniprot.org/uniprot/C5E524","Influenza A virus (A/New York/1682/2009(H1N1))","643960","28169297","FXR1","NS1","FXR1_HUMAN","C5E524_9INFA","IntAct","0.35","anti tag coimmunoprecipitation","reviewed","Virus"
"P51114","P03427","https://www.uniprot.org/uniprot/P51114","https://www.uniprot.org/uniprot/P03427","Influenza A virus (A/Wilson-Smith/1933(H1N1))","381518","25464832","FXR1","PB2","FXR1_HUMAN","PB2_I33A0","VirHostNet","0.33","coimmunoprecipitation","reviewed","Virus"
"P51114","P03428","https://www.uniprot.org/uniprot/P51114","https://www.uniprot.org/uniprot/P03428","Influenza A virus (A/Puerto Rico/8/1934(H1N1))","211044","28169297","FXR1","PB2","FXR1_HUMAN","PB2_I34A1","IntAct","0.35","anti tag coimmunoprecipitation","reviewed","Virus"
"P51114","P03430","https://www.uniprot.org/uniprot/P51114","https://www.uniprot.org/uniprot/P03430","Influenza A virus (A/Wilson-Smith/1933(H1N1))","381518","25464832","FXR1","PB1","FXR1_HUMAN","RDRP_I33A0","VirHostNet","0.33","coimmunoprecipitation","reviewed","Virus"
"P51114","P03454","https://www.uniprot.org/uniprot/P51114","https://www.uniprot.org/uniprot/P03454","Influenza A virus (A/Wilson-Smith/1933(H1N1))","381518","25464832","FXR1","HA","FXR1_HUMAN","HEMA_I33A0","VirHostNet","0.33","coimmunoprecipitation","reviewed","Virus"
"P51114","P03470","https://www.uniprot.org/uniprot/P51114","https://www.uniprot.org/uniprot/P03470","Influenza A virus (A/Wilson-Smith/1933(H1N1))","381518","25464832","FXR1","NA","FXR1_HUMAN","NRAM_I33A0","VirHostNet","0.33","coimmunoprecipitation","reviewed","Virus"
"P51114","P03485","https://www.uniprot.org/uniprot/P51114","https://www.uniprot.org/uniprot/P03485","Influenza A virus (A/Puerto Rico/8/1934(H1N1))","211044","28169297","FXR1","M","FXR1_HUMAN","M1_I34A1","IntAct","0.35","anti tag coimmunoprecipitation","reviewed","Virus"
"P51114","P05777","https://www.uniprot.org/uniprot/P51114","https://www.uniprot.org/uniprot/P05777","Influenza A virus (A/Wilson-Smith/1933(H1N1))","381518","25464832","FXR1","M","FXR1_HUMAN","M1_I33A0","VirHostNet","0.33","coimmunoprecipitation","reviewed","Virus"
"P51114","P15659","https://www.uniprot.org/uniprot/P51114","https://www.uniprot.org/uniprot/P15659","Influenza A virus (A/Wilson-Smith/1933(H1N1))","381518","25464832","FXR1","PA","FXR1_HUMAN","PA_I33A0","VirHostNet","0.33","coimmunoprecipitation","reviewed","Virus"
"P51114","P15682","https://www.uniprot.org/uniprot/P51114","https://www.uniprot.org/uniprot/P15682","Influenza A virus (A/Wilson-Smith/1933(H1N1))","381518","25464832","FXR1","NP","FXR1_HUMAN","NCAP_I33A0","VirHostNet","0.33","coimmunoprecipitation","reviewed","Virus"
"P51114","Q5NIG6","https://www.uniprot.org/uniprot/P51114","https://www.uniprot.org/uniprot/Q5NIG6","Francisella tularensis subsp. tularensis SCHU S4","177416","20711500","FXR1","FTT_0106c","FXR1_HUMAN","Q5NIG6_FRATT","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"P51531","P04296","https://www.uniprot.org/uniprot/P51531","https://www.uniprot.org/uniprot/P04296","Herpes simplex virus (type 1 / strain 17), Human alphaherpesvirus 1","10299, 10298","15140983, 15140983","SMARCA2","DBP","SMCA2_HUMAN, SMCA2_HUMAN","DNBI_HHV11, DNBI_HHV11","MINT, BioGRID","0.43","affinity chromatography technology, anti bait coimmunoprecipitation, fluorescence microscopy, affinity chromatography technology, anti bait coimmunoprecipitation, fluorescence microscopy, affinity chromatography technology, anti bait coimmunoprecipitation, fluorescence microscopy","reviewed","Virus"
"P51531","P04326","https://www.uniprot.org/uniprot/P51531","https://www.uniprot.org/uniprot/P04326","Human immunodeficiency virus type 1 (CLONE 12)","11679","16601680","SMARCA2","tat","SMCA2_HUMAN","TAT_HV112","MINT","0.6","anti tag coimmunoprecipitation, pull down, anti tag coimmunoprecipitation, pull down, anti tag coimmunoprecipitation, pull down","reviewed","Virus"
"P51531","P04608","https://www.uniprot.org/uniprot/P51531","https://www.uniprot.org/uniprot/P04608","Human immunodeficiency virus 1","11676","16601680","SMARCA2","tat","SMCA2_HUMAN","TAT_HV1H2","BioGRID","0","affinity chromatography technology, pull down, affinity chromatography technology, pull down","reviewed","Virus"
